Entity,Code,Year,Maternal mortality ratio
Mauritius,MUS,2000,52.169
Mauritius,MUS,2001,49.91884
Mauritius,MUS,2002,48.344856
Mauritius,MUS,2003,47.01471
Mauritius,MUS,2004,45.7382
Mauritius,MUS,2005,47.660347
Mauritius,MUS,2006,42.959187
Mauritius,MUS,2007,42.870506
Mauritius,MUS,2008,45.078617
Mauritius,MUS,2009,49.41224
Mauritius,MUS,2010,55.059517
Mauritius,MUS,2011,42.334305
Mauritius,MUS,2012,46.716785
Mauritius,MUS,2013,47.755817
Mauritius,MUS,2014,51.002174
Mauritius,MUS,2015,56.580914
Mauritius,MUS,2016,51.745354
Mauritius,MUS,2017,45.65107
Mauritius,MUS,2018,50.344814
Mauritius,MUS,2019,49.055176
Mauritius,MUS,2020,84.35797
Mexico,MEX,1990,81.17447
Mexico,MEX,1991,73.19297
Mexico,MEX,1992,71.1541
Mexico,MEX,1993,69.957565
Mexico,MEX,1994,63.75732
Mexico,MEX,1995,63.268612
Mexico,MEX,1996,62.977093
Mexico,MEX,1997,63.01261
Mexico,MEX,1998,57.43372
Mexico,MEX,1999,56.57155
Mexico,MEX,2000,56.53202
Mexico,MEX,2001,56.735672
Mexico,MEX,2002,56.87764
Mexico,MEX,2003,52.07416
Mexico,MEX,2004,52.614697
Mexico,MEX,2005,53.333107
Mexico,MEX,2006,54.39739
Mexico,MEX,2007,55.842422
Mexico,MEX,2008,56.826656
Mexico,MEX,2009,51.42725
Mexico,MEX,2010,51.22866
Mexico,MEX,2011,50.28834
Mexico,MEX,2012,49.23353
Mexico,MEX,2013,48.885983
Mexico,MEX,2014,49.56949
Mexico,MEX,2015,52.026676
Mexico,MEX,2016,49.076176
Mexico,MEX,2017,52.33693
Mexico,MEX,2018,55.528206
Mexico,MEX,2019,57.969803
Mexico,MEX,2020,59.125072
Morocco,MAR,1990,460.8105
Morocco,MAR,1991,434.06555
Morocco,MAR,1992,391.00613
Morocco,MAR,1993,383.66205
Morocco,MAR,1994,344.48062
Morocco,MAR,1995,336.878
Morocco,MAR,1996,325.678
Morocco,MAR,1997,292.40466
Morocco,MAR,1998,284.08047
Morocco,MAR,1999,278.88507
Morocco,MAR,2000,244.20961
Morocco,MAR,2001,236.54042
Morocco,MAR,2002,226.96567
Morocco,MAR,2003,216.56816
Morocco,MAR,2004,209.06679
Morocco,MAR,2005,194.21167
Morocco,MAR,2006,179.46184
Morocco,MAR,2007,167.3513
Morocco,MAR,2008,155.84262
Morocco,MAR,2009,144.11427
Morocco,MAR,2010,133.86673
Morocco,MAR,2011,121.727646
Morocco,MAR,2012,113.17538
Morocco,MAR,2013,106.16503
Morocco,MAR,2014,101.70157
Morocco,MAR,2015,96.5807
Morocco,MAR,2016,85.29573
Morocco,MAR,2017,80.349815
Morocco,MAR,2018,78.01027
Morocco,MAR,2019,76.35814
Morocco,MAR,2020,71.85186
Mozambique,MOZ,1990,927.476
Mozambique,MOZ,1991,909.48737
Mozambique,MOZ,1992,891.421
Mozambique,MOZ,1993,870.2242
Mozambique,MOZ,1994,865.24005
Mozambique,MOZ,1995,828.58124
Mozambique,MOZ,1996,749.99695
Mozambique,MOZ,1997,713.60516
Mozambique,MOZ,1998,638.94006
Mozambique,MOZ,1999,582.8053
Mozambique,MOZ,2000,532.0995
Mozambique,MOZ,2001,500.75058
Mozambique,MOZ,2002,460.7372
Mozambique,MOZ,2003,441.60684
Mozambique,MOZ,2004,419.90707
Mozambique,MOZ,2005,403.92914
Mozambique,MOZ,2006,389.58057
Mozambique,MOZ,2007,378.8648
Mozambique,MOZ,2008,374.20584
Mozambique,MOZ,2009,355.12286
Mozambique,MOZ,2010,321.54102
Mozambique,MOZ,2011,296.3686
Mozambique,MOZ,2012,271.30936
Mozambique,MOZ,2013,240.91083
Mozambique,MOZ,2014,241.03159
Mozambique,MOZ,2015,225.88565
Mozambique,MOZ,2016,193.98991
Mozambique,MOZ,2017,177.31062
Mozambique,MOZ,2018,160.25722
Mozambique,MOZ,2019,149.91914
Mozambique,MOZ,2020,127.11053
Myanmar,MMR,1990,544.0909
Myanmar,MMR,1991,527.47784
Myanmar,MMR,1992,490.22076
Myanmar,MMR,1993,467.16876
Myanmar,MMR,1994,457.14047
Myanmar,MMR,1995,453.5296
Myanmar,MMR,1996,389.8533
Myanmar,MMR,1997,383.74826
Myanmar,MMR,1998,360.02734
Myanmar,MMR,1999,368.65106
Myanmar,MMR,2000,371.41534
Myanmar,MMR,2001,323.11154
Myanmar,MMR,2002,319.47034
Myanmar,MMR,2003,315.83017
Myanmar,MMR,2004,325.7543
Myanmar,MMR,2005,321.16553
Myanmar,MMR,2006,331.80118
Myanmar,MMR,2007,317.9523
Myanmar,MMR,2008,289.5297
Myanmar,MMR,2009,280.3373
Myanmar,MMR,2010,292.7042
Myanmar,MMR,2011,278.5581
Myanmar,MMR,2012,284.53702
Myanmar,MMR,2013,267.71646
Myanmar,MMR,2014,262.431
Myanmar,MMR,2015,242.86082
Myanmar,MMR,2016,241.7926
Myanmar,MMR,2017,237.84758
Myanmar,MMR,2018,214.53392
Myanmar,MMR,2019,212.97035
Myanmar,MMR,2020,178.67436
Namibia,NAM,1990,265.95844
Namibia,NAM,1991,279.40265
Namibia,NAM,1992,301.1828
Namibia,NAM,1993,304.7925
Namibia,NAM,1994,322.72406
Namibia,NAM,1995,335.79324
Namibia,NAM,1996,363.3383
Namibia,NAM,1997,376.40765
Namibia,NAM,1998,401.13464
Namibia,NAM,1999,415.31
Namibia,NAM,2000,450.28287
Namibia,NAM,2001,449.89893
Namibia,NAM,2002,446.50183
Namibia,NAM,2003,450.9599
Namibia,NAM,2004,401.82993
Namibia,NAM,2005,418.947
Namibia,NAM,2006,420.31012
Namibia,NAM,2007,427.1051
Namibia,NAM,2008,432.95297
Namibia,NAM,2009,459.37207
Namibia,NAM,2010,481.63083
Namibia,NAM,2011,414.0936
Namibia,NAM,2012,361.99036
Namibia,NAM,2013,333.89105
Namibia,NAM,2014,306.28162
Namibia,NAM,2015,299.00534
Namibia,NAM,2016,246.27785
Namibia,NAM,2017,227.90974
Namibia,NAM,2018,217.95181
Namibia,NAM,2019,222.95572
Namibia,NAM,2020,214.63507
Nepal,NPL,1990,961.23145
Nepal,NPL,1991,855.7299
Nepal,NPL,1992,812.86755
Nepal,NPL,1993,736.39154
Nepal,NPL,1994,703.46094
Nepal,NPL,1995,680.8059
Nepal,NPL,1996,628.12476
Nepal,NPL,1997,583.32477
Nepal,NPL,1998,543.05707
Nepal,NPL,1999,538.4902
Nepal,NPL,2000,503.98138
Nepal,NPL,2001,484.11963
Nepal,NPL,2002,465.74948
Nepal,NPL,2003,437.71216
Nepal,NPL,2004,391.70654
Nepal,NPL,2005,380.3898
Nepal,NPL,2006,357.87592
Nepal,NPL,2007,354.5907
Nepal,NPL,2008,343.52542
Nepal,NPL,2009,338.38107
Nepal,NPL,2010,349.205
Nepal,NPL,2011,294.896
Nepal,NPL,2012,287.71817
Nepal,NPL,2013,260.78555
Nepal,NPL,2014,253.1996
Nepal,NPL,2015,251.80217
Nepal,NPL,2016,223.83994
Nepal,NPL,2017,223.17316
Nepal,NPL,2018,201.15369
Nepal,NPL,2019,182.3197
Nepal,NPL,2020,174.41017
Nigeria,NGA,1990,1208.8783
Nigeria,NGA,1991,1217.477
Nigeria,NGA,1992,1209.2257
Nigeria,NGA,1993,1189.8514
Nigeria,NGA,1994,1223.375
Nigeria,NGA,1995,1170.9703
Nigeria,NGA,1996,1174.1525
Nigeria,NGA,1997,1186.3306
Nigeria,NGA,1998,1219.5286
Nigeria,NGA,1999,1177.4515
Nigeria,NGA,2000,1147.5464
Nigeria,NGA,2001,1126.9464
Nigeria,NGA,2002,1112.0065
Nigeria,NGA,2003,1083.8367
Nigeria,NGA,2004,1088.1476
Nigeria,NGA,2005,1073.1342
Nigeria,NGA,2006,1070.8658
Nigeria,NGA,2007,1080.5189
Nigeria,NGA,2008,1099.4318
Nigeria,NGA,2009,1100.8939
Nigeria,NGA,2010,1122.6709
Nigeria,NGA,2011,1069.7505
Nigeria,NGA,2012,1087.4316
Nigeria,NGA,2013,1108.9802
Nigeria,NGA,2014,1135.2793
Nigeria,NGA,2015,1113.4033
Nigeria,NGA,2016,1129.1832
Nigeria,NGA,2017,1126.9093
Nigeria,NGA,2018,1135.4136
Nigeria,NGA,2019,1122.1133
Nigeria,NGA,2020,1047.2354
North Macedonia,MKD,1990,16.688248
North Macedonia,MKD,1991,14.249403
North Macedonia,MKD,1992,16.396431
North Macedonia,MKD,1993,15.890886
North Macedonia,MKD,1994,14.749082
North Macedonia,MKD,1995,15.64415
North Macedonia,MKD,1996,15.228162
North Macedonia,MKD,1997,14.040535
North Macedonia,MKD,1998,13.748552
North Macedonia,MKD,1999,13.430346
North Macedonia,MKD,2000,12.317949
North Macedonia,MKD,2001,11.552782
North Macedonia,MKD,2002,10.585774
North Macedonia,MKD,2003,10.472263
North Macedonia,MKD,2004,9.0776005
North Macedonia,MKD,2005,8.878761
North Macedonia,MKD,2006,8.086262
North Macedonia,MKD,2007,7.7804604
North Macedonia,MKD,2008,6.910201
North Macedonia,MKD,2009,7.1639237
North Macedonia,MKD,2010,6.322341
North Macedonia,MKD,2011,5.379643
North Macedonia,MKD,2012,4.8238373
North Macedonia,MKD,2013,4.101704
North Macedonia,MKD,2014,4.5802264
North Macedonia,MKD,2015,4.5166883
North Macedonia,MKD,2016,3.4385378
North Macedonia,MKD,2017,3.2915344
North Macedonia,MKD,2018,2.879425
North Macedonia,MKD,2019,3.0859964
North Macedonia,MKD,2020,3.0359654
Norway,NOR,1990,6.8902564
Norway,NOR,1991,6.6328454
Norway,NOR,1992,6.361337
Norway,NOR,1993,6.0930376
Norway,NOR,1994,5.968127
Norway,NOR,1995,5.7327538
Norway,NOR,1996,5.4963636
Norway,NOR,1997,5.3781476
Norway,NOR,1998,4.7903886
Norway,NOR,1999,5.6409454
Norway,NOR,2000,5.7301373
Norway,NOR,2001,5.2088013
Norway,NOR,2002,5.144488
Norway,NOR,2003,5.345357
Norway,NOR,2004,5.53192
Norway,NOR,2005,5.516508
Norway,NOR,2006,5.1504774
Norway,NOR,2007,4.9525437
Norway,NOR,2008,4.5072284
Norway,NOR,2009,4.272851
Norway,NOR,2010,4.020856
Norway,NOR,2011,3.8188903
Norway,NOR,2012,3.1926458
Norway,NOR,2013,3.1322637
Norway,NOR,2014,2.5823915
Norway,NOR,2015,2.4053063
Norway,NOR,2016,2.2324276
Norway,NOR,2017,2.1529326
Norway,NOR,2018,1.9932039
Norway,NOR,2019,1.9422734
Norway,NOR,2020,1.6637414
Pakistan,PAK,1990,356.22772
Pakistan,PAK,1991,360.7
Pakistan,PAK,1992,414.19614
Pakistan,PAK,1993,457.44208
Pakistan,PAK,1994,462.91226
Pakistan,PAK,1995,484.248
Pakistan,PAK,1996,464.83377
Pakistan,PAK,1997,445.2058
Pakistan,PAK,1998,428.93994
Pakistan,PAK,1999,390.91287
Pakistan,PAK,2000,387.37146
Pakistan,PAK,2001,373.34973
Pakistan,PAK,2002,358.77646
Pakistan,PAK,2003,348.82376
Pakistan,PAK,2004,333.67294
Pakistan,PAK,2005,300.7507
Pakistan,PAK,2006,269.8116
Pakistan,PAK,2007,253.22789
Pakistan,PAK,2008,240.69696
Pakistan,PAK,2009,242.79724
Pakistan,PAK,2010,230.48474
Pakistan,PAK,2011,216.52812
Pakistan,PAK,2012,215.96562
Pakistan,PAK,2013,206.11624
Pakistan,PAK,2014,209.74379
Pakistan,PAK,2015,187.44429
Pakistan,PAK,2016,188.01143
Pakistan,PAK,2017,176.62277
Pakistan,PAK,2018,177.72769
Pakistan,PAK,2019,179.2679
Pakistan,PAK,2020,154.16394
Palestine,PSE,1990,86.13365
Palestine,PSE,1991,82.24019
Palestine,PSE,1992,79.245445
Palestine,PSE,1993,76.585365
Palestine,PSE,1994,71.635254
Palestine,PSE,1995,70.25044
Palestine,PSE,1996,66.053925
Palestine,PSE,1997,65.87622
Palestine,PSE,1998,62.31994
Palestine,PSE,1999,62.4779
Palestine,PSE,2000,62.027054
Palestine,PSE,2001,64.42453
Palestine,PSE,2002,63.534016
Palestine,PSE,2003,60.3523
Palestine,PSE,2004,60.107834
Palestine,PSE,2005,54.31418
Palestine,PSE,2006,54.416553
Palestine,PSE,2007,50.874065
Palestine,PSE,2008,49.528347
Palestine,PSE,2009,47.498085
Palestine,PSE,2010,43.44538
Palestine,PSE,2011,40.568314
Palestine,PSE,2012,35.569405
Palestine,PSE,2013,32.13379
Palestine,PSE,2014,30.101398
Palestine,PSE,2015,26.303114
Palestine,PSE,2016,24.435242
Palestine,PSE,2017,21.528212
Palestine,PSE,2018,20.956968
Palestine,PSE,2019,20.220203
Palestine,PSE,2020,20.434313
Panama,PAN,1990,90.13765
Panama,PAN,1991,83.92992
Panama,PAN,1992,82.4354
Panama,PAN,1993,79.97109
Panama,PAN,1994,77.29652
Panama,PAN,1995,75.93558
Panama,PAN,1996,68.644745
Panama,PAN,1997,67.75744
Panama,PAN,1998,66.34898
Panama,PAN,1999,64.96908
Panama,PAN,2000,65.52129
Panama,PAN,2001,63.534367
Panama,PAN,2002,62.12046
Panama,PAN,2003,61.600445
Panama,PAN,2004,58.95152
Panama,PAN,2005,53.359505
Panama,PAN,2006,53.762558
Panama,PAN,2007,53.520676
Panama,PAN,2008,53.484768
Panama,PAN,2009,53.98048
Panama,PAN,2010,54.906483
Panama,PAN,2011,53.79384
Panama,PAN,2012,53.35354
Panama,PAN,2013,51.944294
Panama,PAN,2014,50.36059
Panama,PAN,2015,48.80801
Panama,PAN,2016,48.587982
Panama,PAN,2017,49.413155
Panama,PAN,2018,47.07842
Panama,PAN,2019,50.99978
Panama,PAN,2020,49.517273
Peru,PER,1990,239.96535
Peru,PER,1991,265.1747
Peru,PER,1992,266.44064
Peru,PER,1993,251.99829
Peru,PER,1994,250.12314
Peru,PER,1995,240.01747
Peru,PER,1996,203.33139
Peru,PER,1997,183.48941
Peru,PER,1998,162.71126
Peru,PER,1999,128.33311
Peru,PER,2000,113.27913
Peru,PER,2001,105.61232
Peru,PER,2002,102.22924
Peru,PER,2003,97.89014
Peru,PER,2004,101.33704
Peru,PER,2005,97.42443
Peru,PER,2006,90.47107
Peru,PER,2007,87.27179
Peru,PER,2008,83.65812
Peru,PER,2009,79.98779
Peru,PER,2010,76.37078
Peru,PER,2011,73.46336
Peru,PER,2012,71.58758
Peru,PER,2013,71.01602
Peru,PER,2014,65.30985
Peru,PER,2015,65.026764
Peru,PER,2016,61.72681
Peru,PER,2017,60.816826
Peru,PER,2018,62.554718
Peru,PER,2019,71.99521
Peru,PER,2020,68.53598
Philippines,PHL,1990,193.6047
Philippines,PHL,1991,186.58705
Philippines,PHL,1992,163.19035
Philippines,PHL,1993,159.42065
Philippines,PHL,1994,156.65479
Philippines,PHL,1995,154.39503
Philippines,PHL,1996,141.06956
Philippines,PHL,1997,139.19493
Philippines,PHL,1998,138.21399
Philippines,PHL,1999,137.48337
Philippines,PHL,2000,129.03555
Philippines,PHL,2001,135.58157
Philippines,PHL,2002,125.64582
Philippines,PHL,2003,124.730156
Philippines,PHL,2004,125.22563
Philippines,PHL,2005,122.19361
Philippines,PHL,2006,120.88432
Philippines,PHL,2007,116.51403
Philippines,PHL,2008,106.647285
Philippines,PHL,2009,105.42383
Philippines,PHL,2010,105.00901
Philippines,PHL,2011,107.57535
Philippines,PHL,2012,103.75277
Philippines,PHL,2013,103.44676
Philippines,PHL,2014,89.297104
Philippines,PHL,2015,88.03905
Philippines,PHL,2016,86.32522
Philippines,PHL,2017,84.12247
Philippines,PHL,2018,82.29472
Philippines,PHL,2019,80.726776
Philippines,PHL,2020,78.23626
Portugal,PRT,1990,14.981982
Portugal,PRT,1991,14.614925
Portugal,PRT,1992,14.509552
Portugal,PRT,1993,12.227876
Portugal,PRT,1994,11.730751
Portugal,PRT,1995,11.626681
Portugal,PRT,1996,11.396431
Portugal,PRT,1997,11.343326
Portugal,PRT,1998,10.3507805
Portugal,PRT,1999,9.535427
Portugal,PRT,2000,10.823616
Portugal,PRT,2001,9.4916315
Portugal,PRT,2002,9.069605
Portugal,PRT,2003,8.996178
Portugal,PRT,2004,8.789228
Portugal,PRT,2005,8.96024
Portugal,PRT,2006,8.690105
Portugal,PRT,2007,9.300184
Portugal,PRT,2008,9.165965
Portugal,PRT,2009,9.828244
Portugal,PRT,2010,9.9007845
Portugal,PRT,2011,9.487867
Portugal,PRT,2012,10.350812
Portugal,PRT,2013,8.728792
Portugal,PRT,2014,8.81218
Portugal,PRT,2015,10.403705
Portugal,PRT,2016,10.547099
Portugal,PRT,2017,11.166257
Portugal,PRT,2018,10.980132
Portugal,PRT,2019,11.334371
Portugal,PRT,2020,11.799455
Romania,ROU,1990,126.952675
Romania,ROU,1991,111.7061
Romania,ROU,1992,108.613205
Romania,ROU,1993,85.18976
Romania,ROU,1994,76.96907
Romania,ROU,1995,74.9561
Romania,ROU,1996,77.009186
Romania,ROU,1997,66.84977
Romania,ROU,1998,61.05093
Romania,ROU,1999,57.173508
Romania,ROU,2000,50.21136
Romania,ROU,2001,47.505257
Romania,ROU,2002,47.09216
Romania,ROU,2003,48.167957
Romania,ROU,2004,45.655895
Romania,ROU,2005,36.828552
Romania,ROU,2006,30.8004
Romania,ROU,2007,25.543041
Romania,ROU,2008,23.454342
Romania,ROU,2009,21.149334
Romania,ROU,2010,22.208965
Romania,ROU,2011,18.865942
Romania,ROU,2012,17.887365
Romania,ROU,2013,17.00038
Romania,ROU,2014,15.441002
Romania,ROU,2015,14.756899
Romania,ROU,2016,15.662871
Romania,ROU,2017,12.756586
Romania,ROU,2018,11.401431
Romania,ROU,2019,10.35986
Romania,ROU,2020,10.070802
Samoa,WSM,1990,97.98867
Samoa,WSM,1991,101.27552
Samoa,WSM,1992,96.55713
Samoa,WSM,1993,89.83824
Samoa,WSM,1994,91.37186
Samoa,WSM,1995,90.17256
Samoa,WSM,1996,86.922935
Samoa,WSM,1997,80.77509
Samoa,WSM,1998,79.96757
Samoa,WSM,1999,76.072014
Samoa,WSM,2000,74.52373
Samoa,WSM,2001,73.353386
Samoa,WSM,2002,67.011406
Samoa,WSM,2003,63.63341
Samoa,WSM,2004,61.68023
Samoa,WSM,2005,62.076385
Samoa,WSM,2006,58.18673
Samoa,WSM,2007,58.665173
Samoa,WSM,2008,58.519707
Samoa,WSM,2009,62.365837
Samoa,WSM,2010,61.5952
Samoa,WSM,2011,58.507458
Samoa,WSM,2012,62.819454
Samoa,WSM,2013,58.28421
Samoa,WSM,2014,59.791553
Samoa,WSM,2015,58.000202
Samoa,WSM,2016,57.27888
Samoa,WSM,2017,58.591885
Samoa,WSM,2018,58.08098
Samoa,WSM,2019,66.35197
Samoa,WSM,2020,59.079075
Senegal,SEN,1990,553.45447
Senegal,SEN,1991,567.89307
Senegal,SEN,1992,587.40515
Senegal,SEN,1993,583.30054
Senegal,SEN,1994,605.3099
Senegal,SEN,1995,617.0684
Senegal,SEN,1996,606.1549
Senegal,SEN,1997,606.4842
Senegal,SEN,1998,623.9608
Senegal,SEN,1999,628.2973
Senegal,SEN,2000,638.37195
Senegal,SEN,2001,596.2206
Senegal,SEN,2002,597.8275
Senegal,SEN,2003,564.8035
Senegal,SEN,2004,549.70306
Senegal,SEN,2005,518.59344
Senegal,SEN,2006,489.79214
Senegal,SEN,2007,476.73383
Senegal,SEN,2008,490.84802
Senegal,SEN,2009,471.25464
Senegal,SEN,2010,450.0851
Senegal,SEN,2011,417.48672
Senegal,SEN,2012,393.8565
Senegal,SEN,2013,352.99445
Senegal,SEN,2014,345.76083
Senegal,SEN,2015,320.8529
Senegal,SEN,2016,280.3531
Senegal,SEN,2017,278.22034
Senegal,SEN,2018,277.48837
Senegal,SEN,2019,257.61148
Senegal,SEN,2020,260.8806
Seychelles,SYC,1990,40.814056
Seychelles,SYC,1991,40.27399
Seychelles,SYC,1992,31.689037
Seychelles,SYC,1993,29.745895
Seychelles,SYC,1994,31.81086
Seychelles,SYC,1995,30.36348
Seychelles,SYC,1996,29.313515
Seychelles,SYC,1997,48.939774
Seychelles,SYC,1998,43.38971
Seychelles,SYC,1999,46.133266
Seychelles,SYC,2000,44.31743
Seychelles,SYC,2001,37.774582
Seychelles,SYC,2002,35.438015
Seychelles,SYC,2003,34.15615
Seychelles,SYC,2004,30.655891
Seychelles,SYC,2005,14.964671
Seychelles,SYC,2006,13.807281
Seychelles,SYC,2007,12.693783
Seychelles,SYC,2008,11.303183
Seychelles,SYC,2009,10.370843
Seychelles,SYC,2010,8.202178
Seychelles,SYC,2011,8.207625
Seychelles,SYC,2012,6.820836
Seychelles,SYC,2013,5.987009
Seychelles,SYC,2014,5.059577
Seychelles,SYC,2015,4.7083683
Seychelles,SYC,2016,5.1347313
Seychelles,SYC,2017,4.6261563
Seychelles,SYC,2018,3.5403209
Seychelles,SYC,2019,3.0731246
Seychelles,SYC,2020,3.3332093
Sierra Leone,SLE,1990,1538.884
Sierra Leone,SLE,1991,1599.8248
Sierra Leone,SLE,1992,1618.0408
Sierra Leone,SLE,1993,1656.5543
Sierra Leone,SLE,1994,1749.9011
Sierra Leone,SLE,1995,1768.2793
Sierra Leone,SLE,1996,1743.6025
Sierra Leone,SLE,1997,1764.3162
Sierra Leone,SLE,1998,1784.006
Sierra Leone,SLE,1999,1792.3467
Sierra Leone,SLE,2000,1682.4491
Sierra Leone,SLE,2001,1610.2911
Sierra Leone,SLE,2002,1492.6749
Sierra Leone,SLE,2003,1450.587
Sierra Leone,SLE,2004,1366.8959
Sierra Leone,SLE,2005,1327.3706
Sierra Leone,SLE,2006,1224.7803
Sierra Leone,SLE,2007,1125.0148
Sierra Leone,SLE,2008,972.63556
Sierra Leone,SLE,2009,901.0424
Sierra Leone,SLE,2010,837.354
Sierra Leone,SLE,2011,727.5751
Sierra Leone,SLE,2012,666.8588
Sierra Leone,SLE,2013,632.12946
Sierra Leone,SLE,2014,618.31696
Sierra Leone,SLE,2015,588.3934
Sierra Leone,SLE,2016,504.9114
Sierra Leone,SLE,2017,520.2839
Sierra Leone,SLE,2018,459.50473
Sierra Leone,SLE,2019,435.23587
Sierra Leone,SLE,2020,442.8304
Slovenia,SVN,1990,12.656847
Slovenia,SVN,1991,13.067245
Slovenia,SVN,1992,13.69373
Slovenia,SVN,1993,13.995866
Slovenia,SVN,1994,13.348543
Slovenia,SVN,1995,13.629363
Slovenia,SVN,1996,13.082703
Slovenia,SVN,1997,13.65471
Slovenia,SVN,1998,10.571852
Slovenia,SVN,1999,10.056857
Slovenia,SVN,2000,11.927716
Slovenia,SVN,2001,8.783966
Slovenia,SVN,2002,8.480008
Slovenia,SVN,2003,8.786046
Slovenia,SVN,2004,9.562208
Slovenia,SVN,2005,9.243438
Slovenia,SVN,2006,7.6920123
Slovenia,SVN,2007,6.958285
Slovenia,SVN,2008,5.936532
Slovenia,SVN,2009,6.837798
Slovenia,SVN,2010,6.036748
Slovenia,SVN,2011,6.0854073
Slovenia,SVN,2012,5.8347216
Slovenia,SVN,2013,5.422897
Slovenia,SVN,2014,5.010551
Slovenia,SVN,2015,5.0382833
Slovenia,SVN,2016,4.633402
Slovenia,SVN,2017,4.434364
Slovenia,SVN,2018,4.366176
Slovenia,SVN,2019,3.467772
Slovenia,SVN,2020,4.533144
South Korea,KOR,1990,30.794752
South Korea,KOR,1991,27.899029
South Korea,KOR,1992,25.813017
South Korea,KOR,1993,25.508419
South Korea,KOR,1994,21.34876
South Korea,KOR,1995,20.908749
South Korea,KOR,1996,20.803003
South Korea,KOR,1997,19.970932
South Korea,KOR,1998,19.637407
South Korea,KOR,1999,19.158325
South Korea,KOR,2000,15.5411005
South Korea,KOR,2001,15.488658
South Korea,KOR,2002,16.55357
South Korea,KOR,2003,13.2610655
South Korea,KOR,2004,12.771839
South Korea,KOR,2005,12.406346
South Korea,KOR,2006,11.183095
South Korea,KOR,2007,10.096533
South Korea,KOR,2008,9.40624
South Korea,KOR,2009,8.899746
South Korea,KOR,2010,8.238204
South Korea,KOR,2011,9.603593
South Korea,KOR,2012,9.118777
South Korea,KOR,2013,6.94965
South Korea,KOR,2014,6.427727
South Korea,KOR,2015,6.2038794
South Korea,KOR,2016,6.084099
South Korea,KOR,2017,6.1849794
South Korea,KOR,2018,6.411811
South Korea,KOR,2019,6.3600454
South Korea,KOR,2020,8.1156225
Spain,ESP,1990,5.821867
Spain,ESP,1991,6.041324
Spain,ESP,1992,5.8150096
Spain,ESP,1993,5.9765325
Spain,ESP,1994,6.2479196
Spain,ESP,1995,6.4267116
Spain,ESP,1996,6.4358115
Spain,ESP,1997,5.6606927
Spain,ESP,1998,4.2850823
Spain,ESP,1999,5.2533383
Spain,ESP,2000,5.038312
Spain,ESP,2001,5.009696
Spain,ESP,2002,4.864584
Spain,ESP,2003,4.944732
Spain,ESP,2004,4.5534754
Spain,ESP,2005,4.489062
Spain,ESP,2006,4.3039026
Spain,ESP,2007,4.1618214
Spain,ESP,2008,4.0019207
Spain,ESP,2009,4.0997486
Spain,ESP,2010,3.9194467
Spain,ESP,2011,4.0711937
Spain,ESP,2012,4.058816
Spain,ESP,2013,4.1175437
Spain,ESP,2014,4.0063787
Spain,ESP,2015,3.8808594
Spain,ESP,2016,3.8303864
Spain,ESP,2017,3.9711814
Spain,ESP,2018,4.0544796
Spain,ESP,2019,3.1676915
Spain,ESP,2020,3.4412515
Sri Lanka,LKA,1990,59.341675
Sri Lanka,LKA,1991,59.022144
Sri Lanka,LKA,1992,56.46633
Sri Lanka,LKA,1993,55.796547
Sri Lanka,LKA,1994,50.687283
Sri Lanka,LKA,1995,51.977013
Sri Lanka,LKA,1996,52.69202
Sri Lanka,LKA,1997,52.710255
Sri Lanka,LKA,1998,46.997013
Sri Lanka,LKA,1999,50.500797
Sri Lanka,LKA,2000,61.07661
Sri Lanka,LKA,2001,54.696457
Sri Lanka,LKA,2002,51.990627
Sri Lanka,LKA,2003,49.73638
Sri Lanka,LKA,2004,48.099014
Sri Lanka,LKA,2005,44.01376
Sri Lanka,LKA,2006,40.74859
Sri Lanka,LKA,2007,39.462063
Sri Lanka,LKA,2008,39.626522
Sri Lanka,LKA,2009,39.129974
Sri Lanka,LKA,2010,37.262035
Sri Lanka,LKA,2011,36.129845
Sri Lanka,LKA,2012,34.627243
Sri Lanka,LKA,2013,33.438427
Sri Lanka,LKA,2014,30.16497
Sri Lanka,LKA,2015,30.368523
Sri Lanka,LKA,2016,29.80509
Sri Lanka,LKA,2017,30.616962
Sri Lanka,LKA,2018,30.29092
Sri Lanka,LKA,2019,29.820972
Sri Lanka,LKA,2020,28.842306
Sudan,SDN,1990,980.3999
Sudan,SDN,1991,963.90314
Sudan,SDN,1992,1125.1826
Sudan,SDN,1993,1100.822
Sudan,SDN,1994,770.8459
Sudan,SDN,1995,893.17865
Sudan,SDN,1996,858.0292
Sudan,SDN,1997,840.4146
Sudan,SDN,1998,972.62384
Sudan,SDN,1999,692.5236
Sudan,SDN,2000,642.18475
Sudan,SDN,2001,636.00433
Sudan,SDN,2002,624.4416
Sudan,SDN,2003,597.7093
Sudan,SDN,2004,563.764
Sudan,SDN,2005,525.3036
Sudan,SDN,2006,498.8823
Sudan,SDN,2007,443.03192
Sudan,SDN,2008,450.03226
Sudan,SDN,2009,394.13058
Sudan,SDN,2010,383.37805
Sudan,SDN,2011,353.95258
Sudan,SDN,2012,329.51593
Sudan,SDN,2013,322.91
Sudan,SDN,2014,300.7904
Sudan,SDN,2015,298.29257
Sudan,SDN,2016,301.44907
Sudan,SDN,2017,289.6414
Sudan,SDN,2018,292.99188
Sudan,SDN,2019,297.98605
Sudan,SDN,2020,270.35535
Suriname,SUR,1990,372.74902
Suriname,SUR,1991,373.9232
