Entity,Code,Year,Maternal mortality ratio
Armenia,ARM,2011,31.458054
Armenia,ARM,2012,29.129873
Armenia,ARM,2013,27.199404
Armenia,ARM,2014,27.824223
Armenia,ARM,2015,25.10203
Armenia,ARM,2016,23.873402
Armenia,ARM,2017,25.000671
Armenia,ARM,2018,25.101397
Armenia,ARM,2019,24.938004
Armenia,ARM,2020,27.18972
Azerbaijan,AZE,1990,47.49079
Azerbaijan,AZE,1991,49.91543
Azerbaijan,AZE,1992,51.201244
Azerbaijan,AZE,1993,57.30163
Azerbaijan,AZE,1994,59.103413
Azerbaijan,AZE,1995,58.415882
Azerbaijan,AZE,1996,65.26367
Azerbaijan,AZE,1997,61.925827
Azerbaijan,AZE,1998,63.672516
Azerbaijan,AZE,1999,55.722027
Azerbaijan,AZE,2000,55.520844
Azerbaijan,AZE,2001,55.15855
Azerbaijan,AZE,2002,54.012035
Azerbaijan,AZE,2003,50.945103
Azerbaijan,AZE,2004,46.81153
Azerbaijan,AZE,2005,43.89283
Azerbaijan,AZE,2006,38.76129
Azerbaijan,AZE,2007,34.40982
Azerbaijan,AZE,2008,32.792797
Azerbaijan,AZE,2009,33.32893
Azerbaijan,AZE,2010,32.81004
Azerbaijan,AZE,2011,30.739494
Azerbaijan,AZE,2012,29.373413
Azerbaijan,AZE,2013,28.39893
Azerbaijan,AZE,2014,28.972912
Azerbaijan,AZE,2015,29.377861
Azerbaijan,AZE,2016,26.018137
Azerbaijan,AZE,2017,26.893013
Azerbaijan,AZE,2018,27.599777
Azerbaijan,AZE,2019,26.869574
Azerbaijan,AZE,2020,40.763668
Bangladesh,BGD,1990,906.45355
Bangladesh,BGD,1991,911.2366
Bangladesh,BGD,1992,808.58545
Bangladesh,BGD,1993,795.9371
Bangladesh,BGD,1994,771.378
Bangladesh,BGD,1995,758.2308
Bangladesh,BGD,1996,767.6459
Bangladesh,BGD,1997,625.1093
Bangladesh,BGD,1998,521.82587
Bangladesh,BGD,1999,453.9892
Bangladesh,BGD,2000,441.184
Bangladesh,BGD,2001,436.92264
Bangladesh,BGD,2002,413.68115
Bangladesh,BGD,2003,403.53748
Bangladesh,BGD,2004,371.6946
Bangladesh,BGD,2005,375.86404
Bangladesh,BGD,2006,352.53012
Bangladesh,BGD,2007,376.97464
Bangladesh,BGD,2008,367.95358
Bangladesh,BGD,2009,337.88373
Bangladesh,BGD,2010,300.81277
Bangladesh,BGD,2011,301.29218
Bangladesh,BGD,2012,236.69736
Bangladesh,BGD,2013,218.67691
Bangladesh,BGD,2014,219.02826
Bangladesh,BGD,2015,211.62268
Bangladesh,BGD,2016,196.14534
Bangladesh,BGD,2017,183.39702
Bangladesh,BGD,2018,172.13548
Bangladesh,BGD,2019,157.16107
Bangladesh,BGD,2020,123.028244
Bhutan,BTN,1990,603.6196
Bhutan,BTN,1991,583.95996
Bhutan,BTN,1992,551.43677
Bhutan,BTN,1993,498.4327
Bhutan,BTN,1994,494.84494
Bhutan,BTN,1995,430.78638
Bhutan,BTN,1996,406.96243
Bhutan,BTN,1997,385.9235
Bhutan,BTN,1998,339.3918
Bhutan,BTN,1999,341.63727
Bhutan,BTN,2000,304.68152
Bhutan,BTN,2001,257.0414
Bhutan,BTN,2002,255.70935
Bhutan,BTN,2003,222.1049
Bhutan,BTN,2004,196.52061
Bhutan,BTN,2005,185.80013
Bhutan,BTN,2006,183.099
Bhutan,BTN,2007,153.12663
Bhutan,BTN,2008,140.67139
Bhutan,BTN,2009,129.43666
Bhutan,BTN,2010,116.56595
Bhutan,BTN,2011,94.31241
Bhutan,BTN,2012,91.54671
Bhutan,BTN,2013,84.17812
Bhutan,BTN,2014,78.32205
Bhutan,BTN,2015,73.66838
Bhutan,BTN,2016,66.35082
Bhutan,BTN,2017,68.395836
Bhutan,BTN,2018,57.318043
Bhutan,BTN,2019,61.609154
Bhutan,BTN,2020,59.947754
Bolivia,BOL,1990,451.94812
Bolivia,BOL,1991,431.75366
Bolivia,BOL,1992,428.08844
Bolivia,BOL,1993,378.79254
Bolivia,BOL,1994,364.9673
Bolivia,BOL,1995,354.36374
Bolivia,BOL,1996,341.11865
Bolivia,BOL,1997,311.22092
Bolivia,BOL,1998,298.4535
Bolivia,BOL,1999,286.04156
Bolivia,BOL,2000,284.00858
Bolivia,BOL,2001,261.2193
Bolivia,BOL,2002,253.08754
Bolivia,BOL,2003,251.1296
Bolivia,BOL,2004,235.55934
Bolivia,BOL,2005,230.08482
Bolivia,BOL,2006,218.42091
Bolivia,BOL,2007,219.69737
Bolivia,BOL,2008,210.80014
Bolivia,BOL,2009,186.80927
Bolivia,BOL,2010,184.08719
Bolivia,BOL,2011,178.09174
Bolivia,BOL,2012,178.80797
Bolivia,BOL,2013,174.57707
Bolivia,BOL,2014,163.33307
Bolivia,BOL,2015,164.83746
Bolivia,BOL,2016,160.83798
Bolivia,BOL,2017,164.0568
Bolivia,BOL,2018,171.43248
Bolivia,BOL,2019,175.75273
Bolivia,BOL,2020,160.9074
Bosnia and Herzegovina,BIH,1990,33.165157
Bosnia and Herzegovina,BIH,1991,32.77943
Bosnia and Herzegovina,BIH,1992,37.243984
Bosnia and Herzegovina,BIH,1993,26.865707
Bosnia and Herzegovina,BIH,1994,29.807768
Bosnia and Herzegovina,BIH,1995,23.766552
Bosnia and Herzegovina,BIH,1996,24.189445
Bosnia and Herzegovina,BIH,1997,20.188366
Bosnia and Herzegovina,BIH,1998,16.31458
Bosnia and Herzegovina,BIH,1999,14.575081
Bosnia and Herzegovina,BIH,2000,15.603431
Bosnia and Herzegovina,BIH,2001,14.289807
Bosnia and Herzegovina,BIH,2002,15.044863
Bosnia and Herzegovina,BIH,2003,12.242224
Bosnia and Herzegovina,BIH,2004,11.334848
Bosnia and Herzegovina,BIH,2005,11.467669
Bosnia and Herzegovina,BIH,2006,10.061597
Bosnia and Herzegovina,BIH,2007,9.150778
Bosnia and Herzegovina,BIH,2008,8.206358
Bosnia and Herzegovina,BIH,2009,7.5433965
Bosnia and Herzegovina,BIH,2010,7.690391
Bosnia and Herzegovina,BIH,2011,7.814887
Bosnia and Herzegovina,BIH,2012,6.9028625
Bosnia and Herzegovina,BIH,2013,7.556332
Bosnia and Herzegovina,BIH,2014,8.300994
Bosnia and Herzegovina,BIH,2015,7.401724
Bosnia and Herzegovina,BIH,2016,6.4276495
Bosnia and Herzegovina,BIH,2017,5.9327483
Bosnia and Herzegovina,BIH,2018,5.5474706
Bosnia and Herzegovina,BIH,2019,5.3941045
Bosnia and Herzegovina,BIH,2020,5.668399
